review,rating,date,bank,source,sentiment_label,sentiment_score,sentiment_category
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Combanketh,Google Play,POSITIVE,0.9939066767692566,positive
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Combanketh,Google Play,NEGATIVE,0.947411835193634,negative
customer service is bad nothing is good about this bank,1,2025-05-13,Combanketh,Google Play,NEGATIVE,0.9996613264083862,negative
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Combanketh,Google Play,NEGATIVE,0.992915153503418,negative
fast and simple easy to use 👌,5,2025-05-12,Combanketh,Google Play,POSITIVE,0.9984942674636841,positive
The fastest transferring app I ever had its so reliable,5,2025-05-11,Combanketh,Google Play,POSITIVE,0.9844427704811096,positive
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Combanketh,Google Play,NEGATIVE,0.9986681938171387,negative
it's easy and fast,5,2025-05-10,Combanketh,Google Play,POSITIVE,0.9995684027671814,positive
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Combanketh,Google Play,NEGATIVE,0.9960438013076782,negative
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Combanketh,Google Play,POSITIVE,0.999572217464447,positive
wow best application ever,5,2025-05-09,Combanketh,Google Play,POSITIVE,0.9997984766960144,positive
good,5,2025-05-09,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Combanketh,Google Play,NEGATIVE,0.9997019171714783,negative
Best,4,2025-05-08,Combanketh,Google Play,POSITIVE,0.9997941851615906,positive
the pride of Ethiopian bank 🏦,5,2025-05-08,Combanketh,Google Play,POSITIVE,0.999118983745575,positive
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Combanketh,Google Play,NEGATIVE,0.9990994930267334,negative
good,5,2025-05-07,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
ok,5,2025-05-07,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Combanketh,Google Play,POSITIVE,0.9976927042007446,positive
good,3,2025-05-06,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
amazing apps,5,2025-05-06,Combanketh,Google Play,POSITIVE,0.9998716115951538,positive
All service of Mobile Banking,5,2025-05-06,Combanketh,Google Play,POSITIVE,0.8924251198768616,positive
needs improvement,1,2025-05-06,Combanketh,Google Play,NEGATIVE,0.9966731071472168,negative
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Combanketh,Google Play,NEGATIVE,0.995843231678009,negative
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Combanketh,Google Play,NEGATIVE,0.9984410405158997,negative
good,5,2025-05-06,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
good but these week not oky,4,2025-05-06,Combanketh,Google Play,NEGATIVE,0.955415666103363,negative
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Combanketh,Google Play,POSITIVE,0.9998049139976501,positive
Good app,5,2025-05-06,Combanketh,Google Play,POSITIVE,0.9998493194580078,positive
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Combanketh,Google Play,NEGATIVE,0.9975224137306213,negative
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Combanketh,Google Play,POSITIVE,0.8991119265556335,positive
CBE mobilr bankg,5,2025-05-05,Combanketh,Google Play,POSITIVE,0.8703056573867798,positive
wow,1,2025-05-05,Combanketh,Google Play,POSITIVE,0.999592125415802,positive
verygood,3,2025-05-05,Combanketh,Google Play,POSITIVE,0.9988996982574463,positive
ممتاز جدا,5,2025-05-04,Combanketh,Google Play,NEGATIVE,0.8031745553016663,negative
it's very low quality application,1,2025-05-04,Combanketh,Google Play,NEGATIVE,0.9996594190597534,negative
Very Amazing Apps,5,2025-05-04,Combanketh,Google Play,POSITIVE,0.9998774528503418,positive
አዛ,1,2025-05-04,Combanketh,Google Play,NEGATIVE,0.6970565915107727,negative
wow simple life,5,2025-05-04,Combanketh,Google Play,POSITIVE,0.9997076392173767,positive
it's nice,5,2025-05-03,Combanketh,Google Play,POSITIVE,0.9998672008514404,positive
Why stacked sometimes,5,2025-05-03,Combanketh,Google Play,NEGATIVE,0.9941052198410034,negative
good app,5,2025-05-03,Combanketh,Google Play,POSITIVE,0.9998493194580078,positive
nice,5,2025-05-03,Combanketh,Google Play,POSITIVE,0.9998552799224854,positive
okay 👍 but sometimes busy,1,2025-05-03,Combanketh,Google Play,NEGATIVE,0.8515542149543762,negative
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Combanketh,Google Play,NEGATIVE,0.9997990727424622,negative
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9981188178062439,negative
excellent,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998434782028198,positive
good,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
Good and fast,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998561143875122,positive
Unreliable!,1,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9997379183769226,negative
Best the best fast,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998427629470825,positive
good app,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998493194580078,positive
happy,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998753070831299,positive
fast and reliable,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998595714569092,positive
network errorrrrrr,2,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9978076815605164,negative
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9982808828353882,negative
its good and simple to use,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998610019683838,positive
worest app like that bank for security and network access,1,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9927296042442322,negative
it's the best app i,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.999834418296814,positive
not bad not good,1,2025-05-02,Combanketh,Google Play,NEGATIVE,0.9715350866317749,negative
its very nice,5,2025-05-02,Combanketh,Google Play,POSITIVE,0.9998526573181152,positive
do not work this week,3,2025-04-30,Combanketh,Google Play,NEGATIVE,0.9977602958679199,negative
It crashes frequently,4,2025-04-30,Combanketh,Google Play,NEGATIVE,0.9993256330490112,negative
the best,5,2025-04-28,Combanketh,Google Play,POSITIVE,0.9998332262039185,positive
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Combanketh,Google Play,POSITIVE,0.8382593393325806,positive
goid,5,2025-04-28,Combanketh,Google Play,NEGATIVE,0.7086994647979736,negative
best appearance,5,2025-04-27,Combanketh,Google Play,POSITIVE,0.9996986389160156,positive
it's very good 👍 app,5,2025-04-27,Combanketh,Google Play,POSITIVE,0.999859094619751,positive
abinet kutafo,1,2025-04-27,Combanketh,Google Play,POSITIVE,0.9704495072364807,positive
I need support you,5,2025-04-27,Combanketh,Google Play,NEGATIVE,0.9881443977355957,negative
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Combanketh,Google Play,NEGATIVE,0.9997807145118713,negative
Nuree mahamud,5,2025-04-26,Combanketh,Google Play,POSITIVE,0.95653235912323,positive
super,5,2025-04-26,Combanketh,Google Play,POSITIVE,0.998783528804779,positive
ጠጀጨገጀ።ጀገ,5,2025-04-26,Combanketh,Google Play,NEGATIVE,0.8337252736091614,negative
i like the app,5,2025-04-26,Combanketh,Google Play,POSITIVE,0.9994398951530457,positive
the Best,1,2025-04-26,Combanketh,Google Play,POSITIVE,0.9998332262039185,positive
nice,5,2025-04-26,Combanketh,Google Play,POSITIVE,0.9998552799224854,positive
good,5,2025-04-26,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
good,5,2025-04-25,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
to other bank is bad,1,2025-04-25,Combanketh,Google Play,NEGATIVE,0.9997149109840393,negative
tank's,5,2025-04-25,Combanketh,Google Play,NEGATIVE,0.9855976700782776,negative
its good but add more features such like. bank statement showing,5,2025-04-24,Combanketh,Google Play,POSITIVE,0.9881665110588074,positive
it is so nice,5,2025-04-24,Combanketh,Google Play,POSITIVE,0.9998714923858643,positive
good,5,2025-04-21,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
Very Good👍,5,2025-04-21,Combanketh,Google Play,POSITIVE,0.8243637084960938,positive
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Combanketh,Google Play,NEGATIVE,0.9995972514152527,negative
"wow, amazing app",5,2025-04-21,Combanketh,Google Play,POSITIVE,0.9998503923416138,positive
use ful,5,2025-04-21,Combanketh,Google Play,NEGATIVE,0.9949980974197388,negative
Great app,5,2025-04-21,Combanketh,Google Play,POSITIVE,0.999821126461029,positive
well app,5,2025-04-20,Combanketh,Google Play,POSITIVE,0.9993765950202942,positive
Actually it is inactive,4,2025-04-19,Combanketh,Google Play,NEGATIVE,0.9996483325958252,negative
good,4,2025-04-19,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
ok,2,2025-04-19,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
best app,5,2025-04-19,Combanketh,Google Play,POSITIVE,0.999686598777771,positive
amazing,1,2025-04-19,Combanketh,Google Play,POSITIVE,0.999875545501709,positive
good,5,2025-04-19,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
I like,5,2025-04-19,Combanketh,Google Play,POSITIVE,0.9998149275779724,positive
"slow, only one account is used",2,2025-04-19,Combanketh,Google Play,NEGATIVE,0.9997527003288269,negative
ok,5,2025-04-19,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.9975135326385498,positive
i like it,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.9998593330383301,positive
why removing screenshot feature why?,1,2025-04-18,Combanketh,Google Play,NEGATIVE,0.9981147050857544,negative
nice apps where network is good in connection,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.9994925260543823,positive
Thank you!!!,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.9998666048049927,positive
i can't take screenshot,1,2025-04-18,Combanketh,Google Play,NEGATIVE,0.9897894263267517,negative
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Combanketh,Google Play,NEGATIVE,0.9861215949058533,negative
perfectly special,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.999879002571106,positive
Fast and Reliable,5,2025-04-18,Combanketh,Google Play,POSITIVE,0.9998595714569092,positive
good,5,2025-04-17,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Combanketh,Google Play,POSITIVE,0.9997448325157166,positive
great app!!!,5,2025-04-17,Combanketh,Google Play,POSITIVE,0.9998501539230347,positive
because sometimes it doesn't working it load too much,3,2025-04-17,Combanketh,Google Play,NEGATIVE,0.9911932349205017,negative
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Combanketh,Google Play,POSITIVE,0.9998784065246582,positive
ok,3,2025-04-16,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
very nice app ever!!!,5,2025-04-16,Combanketh,Google Play,POSITIVE,0.999826967716217,positive
the best app,5,2025-04-16,Combanketh,Google Play,POSITIVE,0.9998469352722168,positive
Biometric security for mobile banking is not available,5,2025-04-16,Combanketh,Google Play,NEGATIVE,0.9996340274810791,negative
great,5,2025-04-15,Combanketh,Google Play,POSITIVE,0.9998630285263062,positive
Nice service,5,2025-04-15,Combanketh,Google Play,POSITIVE,0.9998397827148438,positive
great app,5,2025-04-15,Combanketh,Google Play,POSITIVE,0.999821126461029,positive
it's special apps,5,2025-04-15,Combanketh,Google Play,POSITIVE,0.9995416402816772,positive
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Combanketh,Google Play,NEGATIVE,0.9985652565956116,negative
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Combanketh,Google Play,NEGATIVE,0.9647620320320129,negative
Good 🔥,5,2025-04-14,Combanketh,Google Play,POSITIVE,0.9998576641082764,positive
very interesting app i am using every day fantastic,5,2025-04-14,Combanketh,Google Play,POSITIVE,0.9998443126678467,positive
lebaa bank,5,2025-04-14,Combanketh,Google Play,NEGATIVE,0.9437296390533447,negative
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Combanketh,Google Play,NEGATIVE,0.9983273148536682,negative
OK,5,2025-04-13,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
